pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2025-10-01 Zur Entwicklung der Kinder- und Jugenddelinquenz in Nordrhein-Westfalen: Abschlussbericht zum Teilprojekt „Dunkelfeld“   Policy Brief No. 0.69   Abschlussbericht zum Teilprojekt „Dunkelfeld“ der Studie zur Jugenddelinquenz in NRW.   Kroneberg, Clemens, Seiffert, Fiona, Heyden, Alexandra, Pickartz, Maximilian. (2025). "Zur Entwicklung der Kinder- und Jugenddelinquenz...". <i>Policy Brief No. 0.69</i>.   abschlussbericht-dunkelfeld-nrw   https://econtribute.de/RePEc/ajk/ajkpbs/ECONtribute_PB_069_2025.pdf
